prefecture_code,prefecture_name,horizon,best_params,best_val_loss,mae_norm,rmse_norm,n_trials,n_train_samples,n_val_samples,hpo_test_done
30,和歌山県,2,"{""d_model"": 256, ""n_heads"": 8, ""patch_len"": 32, ""dropout"": 0.05, ""lr"": 0.0002957226159637292, ""batch_size"": 32, ""revin"": false, ""input_norm"": false, ""output_norm"": false}",0.001048339540566,0.0234697852283716,0.0593065619468688,20,1984,496,True
30,和歌山県,3,"{""d_model"": 384, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.052122201770544,0.0963002443313598,20,1984,496,True
30,和歌山県,4,"{""d_model"": 256, ""n_heads"": 16, ""patch_len"": 32, ""dropout"": 0.2, ""lr"": 0.00022223601534334097, ""batch_size"": 64, ""revin"": false, ""input_norm"": false, ""output_norm"": false}",0.0027909075468778,0.0376051105558872,0.0834943726658821,20,1585,397,True
31,鳥取県,1,"{""d_model"": 256, ""n_heads"": 16, ""patch_len"": 32, ""dropout"": 0.2, ""lr"": 0.0006666479080712027, ""batch_size"": 32, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0008417144779506,0.0158372856676578,0.034055933356285,20,1984,496,True
31,鳥取県,2,"{""d_model"": 256, ""n_heads"": 16, ""patch_len"": 32, ""dropout"": 0.2, ""lr"": 0.0006666479080712027, ""batch_size"": 32, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0008417144779506,0.0238149892538785,0.0487111620604991,20,1984,496,True
31,鳥取県,3,"{""d_model"": 384, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.030438058078289,0.0553914345800876,20,1984,496,True
31,鳥取県,4,"{""d_model"": 256, ""n_heads"": 16, ""patch_len"": 32, ""dropout"": 0.25, ""lr"": 0.004372443108306395, ""batch_size"": 16, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0051035170591785,0.0389746837317943,0.0696382150053978,20,1585,397,True
32,島根県,1,"{""d_model"": 384, ""n_heads"": 8, ""patch_len"": 32, ""dropout"": 0.15000000000000002, ""lr"": 0.00023998424394367808, ""batch_size"": 32, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0007919918459646,0.0151673723012208,0.0348489992320537,20,1984,496,True
32,島根県,2,"{""d_model"": 384, ""n_heads"": 8, ""patch_len"": 32, ""dropout"": 0.15000000000000002, ""lr"": 0.00023998424394367808, ""batch_size"": 32, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0007919918459646,0.0215708892792463,0.0498674288392066,20,1984,496,True
32,島根県,3,"{""d_model"": 384, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.0570036992430686,0.1034356951713562,20,1984,496,True
32,島根県,4,"{""d_model"": 384, ""n_heads"": 16, ""patch_len"": 16, ""dropout"": 0.25, ""lr"": 0.009564720207467325, ""batch_size"": 64, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0037918821908533,0.0370995961129665,0.0753893926739692,20,1585,397,True
33,岡山県,1,"{""d_model"": 128, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.05, ""lr"": 0.000823596263916969, ""batch_size"": 16, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0010080863661378,0.0154450144618749,0.0428662225604057,20,1984,496,True
33,岡山県,2,"{""d_model"": 128, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.05, ""lr"": 0.000823596263916969, ""batch_size"": 16, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0010080863661378,0.0396735370159149,0.0705636590719223,20,1984,496,True
33,岡山県,3,"{""d_model"": 256, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.0389005467295646,0.092773862183094,20,1984,496,True
33,岡山県,4,"{""d_model"": 384, ""n_heads"": 8, ""patch_len"": 8, ""dropout"": 0.3, ""lr"": 0.009095271856552392, ""batch_size"": 16, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0074610013687561,0.0497960895299911,0.0902118906378746,20,1585,397,True
34,広島県,1,"{""d_model"": 128, ""n_heads"": 16, ""patch_len"": 16, ""dropout"": 0.1, ""lr"": 0.0003441677372005633, ""batch_size"": 16, ""revin"": false, ""input_norm"": false, ""output_norm"": false}",0.0009064254623926,0.0187996216118335,0.0425449460744857,20,1984,496,True
34,広島県,2,"{""d_model"": 128, ""n_heads"": 16, ""patch_len"": 16, ""dropout"": 0.1, ""lr"": 0.0003441677372005633, ""batch_size"": 16, ""revin"": false, ""input_norm"": false, ""output_norm"": false}",0.0009064254623926,0.0464036352932453,0.084007628262043,20,1984,496,True
34,広島県,3,"{""d_model"": 256, ""n_heads"": 8, ""patch_len"": 8, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.0602189786732196,0.11258514970541,20,1984,496,True
34,広島県,4,"{""d_model"": 384, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.15000000000000002, ""lr"": 0.0004199483510450823, ""batch_size"": 16, ""revin"": false, ""input_norm"": false, ""output_norm"": false}",0.0028910617070505,0.0567106381058692,0.1046608462929725,20,1585,397,True
35,山口県,1,"{""d_model"": 384, ""n_heads"": 16, ""patch_len"": 16, ""dropout"": 0.1, ""lr"": 0.0005691729758618181, ""batch_size"": 32, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0006352059258607,0.0168885309249162,0.0456822551786899,20,1984,496,True
35,山口県,2,"{""d_model"": 384, ""n_heads"": 16, ""patch_len"": 16, ""dropout"": 0.1, ""lr"": 0.0005691729758618181, ""batch_size"": 32, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0006352059258607,0.0218165758997201,0.0560331754386425,20,1984,496,True
35,山口県,3,"{""d_model"": 128, ""n_heads"": 8, ""patch_len"": 32, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.0297496560961008,0.0681817233562469,20,1984,496,True
35,山口県,4,"{""d_model"": 384, ""n_heads"": 16, ""patch_len"": 16, ""dropout"": 0.1, ""lr"": 0.0002382148535537792, ""batch_size"": 64, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0027320594131015,0.0341055840253829,0.0776858478784561,20,1585,397,True
36,徳島県,1,"{""d_model"": 128, ""n_heads"": 16, ""patch_len"": 8, ""dropout"": 0.05, ""lr"": 0.0008083036239627424, ""batch_size"": 64, ""revin"": false, ""input_norm"": false, ""output_norm"": false}",0.0008233818929687,0.0147334886714816,0.0451236404478549,20,1984,496,True
36,徳島県,2,"{""d_model"": 128, ""n_heads"": 16, ""patch_len"": 8, ""dropout"": 0.05, ""lr"": 0.0008083036239627424, ""batch_size"": 64, ""revin"": false, ""input_norm"": false, ""output_norm"": false}",0.0008233818929687,0.0206294991075992,0.0531622357666492,20,1984,496,True
36,徳島県,3,"{""d_model"": 128, ""n_heads"": 8, ""patch_len"": 8, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.0329999178647995,0.0659580454230308,20,1984,496,True
36,徳島県,4,"{""d_model"": 128, ""n_heads"": 8, ""patch_len"": 8, ""dropout"": 0.3, ""revin"": true, ""input_norm"": false, ""output_norm"": false, ""lr"": 0.00017475133731712641, ""batch_size"": 32, ""zero_weight"": 0.1}",2.4594005402581237e-08,0.0425729,0.08218529,20,1585,397,True
37,香川県,1,"{""d_model"": 384, ""n_heads"": 16, ""patch_len"": 8, ""dropout"": 0.2, ""lr"": 0.00017197754297263674, ""batch_size"": 16, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0008075324713283,0.0167697686702013,0.0438357591629028,20,1984,496,True
37,香川県,2,"{""d_model"": 384, ""n_heads"": 16, ""patch_len"": 8, ""dropout"": 0.2, ""lr"": 0.00017197754297263674, ""batch_size"": 16, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0008075324713283,0.0245309565216302,0.0566023960709571,20,1984,496,True
37,香川県,3,"{""d_model"": 256, ""n_heads"": 8, ""patch_len"": 32, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.0640175938606262,0.1206414252519607,20,1984,496,True
37,香川県,4,"{""d_model"": 128, ""n_heads"": 8, ""patch_len"": 32, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.045381904,0.08143197,20,1984,496,True
38,愛媛県,1,"{""d_model"": 256, ""n_heads"": 16, ""patch_len"": 8, ""dropout"": 0.1, ""lr"": 0.00012663090631249285, ""batch_size"": 16, ""revin"": false, ""input_norm"": false, ""output_norm"": false}",0.0007057241689307,0.0212145391851663,0.0564248003065586,20,1984,496,True
38,愛媛県,2,"{""d_model"": 256, ""n_heads"": 16, ""patch_len"": 8, ""dropout"": 0.1, ""lr"": 0.00012663090631249285, ""batch_size"": 16, ""revin"": false, ""input_norm"": false, ""output_norm"": false}",0.0007057241689307,0.027707815170288,0.0683775693178176,20,1984,496,True
38,愛媛県,3,"{""d_model"": 384, ""n_heads"": 8, ""patch_len"": 32, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.0484076291322708,0.0934599936008453,20,1984,496,True
38,愛媛県,4,"{""d_model"": 128, ""n_heads"": 8, ""patch_len"": 8, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.041435607,0.08826682,20,1984,496,True
39,高知県,1,"{""d_model"": 128, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.1, ""lr"": 0.0003409905473767622, ""batch_size"": 32, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0009245143345094,0.026129001751542,0.0505187027156353,20,1984,496,True
39,高知県,2,"{""d_model"": 128, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.1, ""lr"": 0.0003409905473767622, ""batch_size"": 32, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0009245143345094,0.0377503633499145,0.0727625787258148,20,1984,496,True
39,高知県,3,"{""d_model"": 384, ""n_heads"": 8, ""patch_len"": 8, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.0496048741042614,0.088136188685894,20,1984,496,True
39,高知県,4,"{""d_model"": 128, ""n_heads"": 8, ""patch_len"": 32, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.03732591,0.070088044,20,1984,496,True
40,福岡県,1,"{""d_model"": 256, ""n_heads"": 16, ""patch_len"": 16, ""dropout"": 0.3, ""lr"": 0.000351140649294934, ""batch_size"": 16, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0010189393564096,0.0344654880464077,0.0610370486974716,20,1984,496,True
40,福岡県,2,"{""d_model"": 256, ""n_heads"": 16, ""patch_len"": 16, ""dropout"": 0.3, ""lr"": 0.000351140649294934, ""batch_size"": 16, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0010189393564096,2.4477057456970215,3.5531575679779053,20,1984,496,True
40,福岡県,3,"{""d_model"": 256, ""n_heads"": 8, ""patch_len"": 8, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.0771476402878761,0.1222184374928474,20,1984,496,True
40,福岡県,4,"{""d_model"": 384, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.049608376,0.08889601,20,1984,496,True
41,佐賀県,1,"{""d_model"": 128, ""n_heads"": 16, ""patch_len"": 8, ""dropout"": 0.2, ""lr"": 0.00010167787874114674, ""batch_size"": 16, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0007825386958228,0.0180542860180139,0.0453752391040325,20,1984,496,True
41,佐賀県,2,"{""d_model"": 128, ""n_heads"": 16, ""patch_len"": 8, ""dropout"": 0.2, ""lr"": 0.00010167787874114674, ""batch_size"": 16, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0007825386958228,0.0245595332235097,0.0577630922198295,20,1984,496,True
41,佐賀県,3,"{""d_model"": 256, ""n_heads"": 8, ""patch_len"": 32, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.0367953218519687,0.0738776624202728,20,1984,496,True
41,佐賀県,4,"{""d_model"": 128, ""n_heads"": 8, ""patch_len"": 8, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.034847837,0.08000845,20,1984,496,True
42,長崎県,1,"{""d_model"": 256, ""n_heads"": 16, ""patch_len"": 8, ""dropout"": 0.3, ""lr"": 0.00019970243353518635, ""batch_size"": 16, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0009534412165118,0.0157728437334299,0.0448219068348407,20,1984,496,True
42,長崎県,2,"{""d_model"": 256, ""n_heads"": 16, ""patch_len"": 8, ""dropout"": 0.3, ""lr"": 0.00019970243353518635, ""batch_size"": 16, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0009534412165118,0.022348366677761,0.0584404021501541,20,1984,496,True
42,長崎県,3,"{""d_model"": 384, ""n_heads"": 8, ""patch_len"": 8, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.033937681466341,0.0723680332303047,20,1984,496,True
42,長崎県,4,"{""d_model"": 128, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.040973883,0.08549787,20,1984,496,True
43,熊本県,1,"{""d_model"": 128, ""n_heads"": 8, ""patch_len"": 32, ""dropout"": 0.25, ""lr"": 0.0005204320315029445, ""batch_size"": 32, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0008435201877927,0.0176349394023418,0.0455376729369163,20,1984,496,True
43,熊本県,2,"{""d_model"": 128, ""n_heads"": 8, ""patch_len"": 32, ""dropout"": 0.25, ""lr"": 0.0005204320315029445, ""batch_size"": 32, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0008435201877927,0.0228652954101562,0.0579079613089561,20,1984,496,True
43,熊本県,3,"{""d_model"": 256, ""n_heads"": 8, ""patch_len"": 8, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.0340003669261932,0.087456539273262,20,1984,496,True
43,熊本県,4,"{""d_model"": 256, ""n_heads"": 8, ""patch_len"": 32, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.043674506,0.09360346,20,1984,496,True
44,大分県,1,"{""d_model"": 128, ""n_heads"": 8, ""patch_len"": 32, ""dropout"": 0.2, ""lr"": 0.0014080572701365437, ""batch_size"": 32, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0007276898173703,0.0226193964481353,0.0500260405242443,20,1984,496,True
44,大分県,2,"{""d_model"": 128, ""n_heads"": 8, ""patch_len"": 32, ""dropout"": 0.2, ""lr"": 0.0014080572701365437, ""batch_size"": 32, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0007276898173703,0.02800103276968,0.0647668465971946,20,1984,496,True
44,大分県,3,"{""d_model"": 256, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.032480414956808,0.0718085914850235,20,1984,496,True
44,大分県,4,"{""d_model"": 384, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.057516046,0.11600241,20,1984,496,True
45,宮崎県,1,"{""d_model"": 256, ""n_heads"": 16, ""patch_len"": 8, ""dropout"": 0.1, ""lr"": 0.00020493566435562892, ""batch_size"": 16, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0010556027912299,0.0330579504370689,0.0596021339297294,20,1984,496,True
45,宮崎県,2,"{""d_model"": 256, ""n_heads"": 16, ""patch_len"": 8, ""dropout"": 0.1, ""lr"": 0.00020493566435562892, ""batch_size"": 16, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0010556027912299,0.0431620851159095,0.0746224820613861,20,1984,496,True
45,宮崎県,3,"{""d_model"": 384, ""n_heads"": 8, ""patch_len"": 8, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.1523772478103637,0.2374756634235382,20,1984,496,True
45,宮崎県,4,"{""d_model"": 256, ""n_heads"": 8, ""patch_len"": 8, ""dropout"": 0.1, ""revin"": true, ""input_norm"": true, ""output_norm"": true}",,0.09257518,0.15889123,20,1984,496,True
46,鹿児島県,1,"{""d_model"": 256, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.15000000000000002, ""lr"": 0.0002678068334963516, ""batch_size"": 32, ""revin"": false, ""input_norm"": false, ""output_norm"": false}",0.0010220555300146,0.0154759315773844,0.0423316545784473,20,1984,496,True
46,鹿児島県,2,"{""d_model"": 256, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.15000000000000002, ""lr"": 0.0002678068334963516, ""batch_size"": 32, ""revin"": false, ""input_norm"": false, ""output_norm"": false}",0.0010220555300146,0.0206238534301519,0.0561170019209384,20,1984,496,True
46,鹿児島県,3,"{""d_model"": 384, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.0537907220423221,0.0923174321651458,20,1984,496,True
46,鹿児島県,4,"{""d_model"": 128, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.048397627,0.100535095,20,1984,496,True
47,沖縄県,1,"{""d_model"": 256, ""n_heads"": 16, ""patch_len"": 8, ""dropout"": 0.25, ""lr"": 0.00019286223719177875, ""batch_size"": 32, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0009109537258477,0.0126781640574336,0.024373423308134,20,1984,496,True
47,沖縄県,2,"{""d_model"": 256, ""n_heads"": 16, ""patch_len"": 8, ""dropout"": 0.25, ""lr"": 0.00019286223719177875, ""batch_size"": 32, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",0.0009109537258477,0.0187168586999177,0.0337198190391063,20,1984,496,True
47,沖縄県,3,"{""d_model"": 384, ""n_heads"": 8, ""patch_len"": 8, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.0243830624967813,0.0383810140192508,20,1984,496,True
47,沖縄県,4,"{""d_model"": 384, ""n_heads"": 8, ""patch_len"": 16, ""dropout"": 0.1, ""revin"": true, ""input_norm"": false, ""output_norm"": false}",,0.030792013,0.04796452,20,1984,496,True
